t [s]	V_veh [km/h]	pente [0]	rapport [-]	q_carb [mg/cp]
1348.9	80.65	0	6	8.529
1349	80.62	0	6	8.175
1349.1	80.59	0	6	7.977
1349.2	80.55	0	6	6.326
1349.3	80.49	0	6	4.634
1349.4	80.41	0	6	3.692
1349.5	80.38	0	6	2.657
1349.6	80.26	0	6	1.73
1349.7	80.18	0	6	1.758
1349.8	80.07	0	6	1.381
1349.9	80	0	6	1.299
1350	79.88	0	6	1.197
1350.1	79.78	0	6	1.174
1350.2	79.69	0	6	1.116
1350.3	79.57	0	6	1.002
1350.4	79.47	0	6	0.932
1350.5	79.36	0	6	0.807
1350.6	79.29	0	6	0.741
1350.7	79.19	0	6	0.659
1350.8	79.06	0	6	0.623
1350.9	78.84	0	6	0.557
1351	78.7	0	6	0.506
1351.1	78.63	0	6	0
1351.2	78.48	0	6	0
1351.3	78.37	0	6	0
1351.4	78.28	0	6	0
1351.5	78.17	0	6	0
1351.6	78.07	0	6	0
1351.7	77.95	0	6	0
1351.8	77.83	0	6	0
1351.9	77.7	0	6	0
1352	77.54	0	6	0
1352.1	77.3	0	6	0
1352.2	77.1	0	6	0
1352.3	76.9	0	6	0
1352.4	76.82	0	6	0
1352.5	76.69	0	6	0
1352.6	76.56	0	6	0
1352.7	76.47	0	6	0
1352.8	76.34	0	6	0
1352.9	76.24	0	6	0
1353	76.12	0	6	0
1353.1	76.05	0	6	0
1353.2	75.94	0	6	0
1353.3	75.8	0	6	0
1353.4	75.72	0	6	0
1353.5	75.59	0	6	0
1353.6	75.46	0	6	0
1353.7	75.38	0	6	0
1353.8	75.23	0	6	0
1353.9	75.1	0	6	0
1354	74.96	0	6	0
1354.1	74.78	0	6	0
1354.2	74.63	0	6	0
1354.3	74.49	0	6	0
1354.4	74.28	0	6	0
1354.5	74.03	0	6	0
1354.6	73.87	0	6	0
1354.7	73.66	0	6	0
1354.8	73.44	0	6	0
1354.9	73.21	0	6	0
1355	73	0	6	0
1355.1	72.82	0	6	0
1355.2	72.68	0	6	0
1355.3	72.5	0	6	0
1355.4	72.26	0	6	0
1355.5	72.15	0	6	0
1355.6	72.05	0	6	0
1355.7	71.88	0	6	0
1355.8	71.78	0	6	0
1355.9	71.66	0	6	0
1356	71.42	0	6	0
1356.1	71.3	0	6	0
1356.2	71.11	0	6	0
1356.3	70.93	0	6	0
1356.4	70.87	0	6	0
1356.5	70.6	0	6	0
1356.6	70.43	0	6	0
1356.7	70.29	0	6	0
1356.8	70.1	0	6	0
1356.9	69.97	0	6	0
1357	69.77	0	6	0
1357.1	69.59	0	6	0
1357.2	69.41	0	6	0.662
1357.3	69.24	0	6	0.974
1357.4	69.07	0	6	0.445
1357.5	68.85	0	6	0
1357.6	68.67	0	6	1.689
1357.7	68.46	0	6	2.949
1357.8	68.19	0	6	5.336
1357.9	67.96	0	6	6.354
1358	67.71	0	6	7.183
1358.1	67.36	0	6	5.823
1358.2	66.95	0	6	0
1358.3	66.52	0	6	0
1358.4	66.15	0	6	0
1358.5	66.03	0	6	0
1358.6	65.65	0	6	0
1358.7	65.34	0	6	0
1358.8	65.17	0	6	0
1358.9	64.99	0	6	0
1359	64.91	0	6	0
1359.1	64.81	0	6	0
1359.2	64.64	0	6	0
1359.3	64.55	0	6	0
1359.4	64.36	0	6	0
1359.5	64.19	0	5	0
1359.6	63.96	0	5	0
1359.7	63.67	0	5	0
1359.8	63.43	0	5	0
1359.9	63.16	0	5	0
1360	62.85	0	5	0
1360.1	62.62	0	5	0
1360.2	62.38	0	5	0
1360.3	62.18	0	5	0
1360.4	61.88	0	5	0
1360.5	61.63	0	5	0
1360.6	61.39	0	5	0
1360.7	61.11	0	5	0
1360.8	60.99	0	5	0
1360.9	60.78	0	5	0
1361	60.63	0	5	0
1361.1	60.53	0	5	0
1361.2	60.39	0	5	0
1361.3	60.25	0	5	0
1361.4	60.13	0	5	0
1361.5	60	0	5	0
1361.6	59.88	0	5	0
1361.7	59.76	0	5	0
1361.8	59.63	0	5	0
1361.9	59.51	0	5	0
1362	59.41	0	5	0
1362.1	59.27	0	5	3.417
1362.2	59.25	0	5	4.238
1362.3	59.15	0	5	5.037
1362.4	59.08	0	5	5.393
1362.5	59.05	0	5	5.774
1362.6	59.02	0	5	5.594
1362.7	58.95	0	5	5.57
1362.8	58.93	0	5	5.958
1362.9	58.91	0	5	7.184
1363	58.87	0	5	8.381
1363.1	58.89	0	5	8.962
1363.2	58.92	0	5	10.744
1363.3	58.97	0	5	11.687
1363.4	59	0	5	11.966
1363.5	59.05	0	5	12.038
1363.6	59.09	0	5	12.079
1363.7	59.14	0	5	12.258
1363.8	59.18	0	5	15.411
1363.9	59.32	0	5	20.73
1364	59.43	0	5	22.457
1364.1	59.54	0	5	23.06
1364.2	59.65	0	5	23.33
1364.3	59.84	0	5	23.83
1364.4	59.97	0	5	24.781
1364.5	60.18	0	5	25.7
1364.6	60.33	0	5	25.323
1364.7	60.52	0	5	25.08
1364.8	60.7	0	5	25
1364.9	60.88	0	5	24.677
1365	61.06	0	5	23.478
1365.1	61.23	0	5	21.723
1365.2	61.37	0	5	19.092
1365.3	61.46	0	5	15.918
1365.4	61.55	0	5	13.384
1365.5	61.65	0	5	12.448
1365.6	61.68	0	5	12.1
1365.7	61.75	0	5	11.923
1365.8	61.83	0	5	11.843
1365.9	61.87	0	5	11.809
1366	61.91	0	5	11.788
1366.1	61.95	0	5	11.549
1366.2	61.98	0	5	10.082
1366.3	62.01	0	5	8.758
1366.4	62.01	0	5	8.414
1366.5	62.03	0	5	8.239
1366.6	62.03	0	5	8.098
1366.7	62.05	0	5	7.611
1366.8	62.04	0	5	5.416
1366.9	62	0	5	4.017
1367	61.95	0	5	3.546
1367.1	61.91	0	5	3.253
1367.2	61.85	0	5	3.144
1367.3	61.82	0	5	3.027
1367.4	61.77	0	5	2.361
1367.5	61.71	0	5	1.573
1367.6	61.61	0	5	1.615
1367.7	61.56	0	5	1.355
1367.8	61.5	0	5	1.096
1367.9	61.34	0	5	1.128
1368	61.28	0	5	1.144
1368.1	61.21	0	5	1.009
1368.2	61.13	0	5	0.856
1368.3	61	0	5	0.774
1368.4	60.8	0	5	0.715
1368.5	60.63	0	5	0.65
1368.6	60.33	0	5	0.578
1368.7	60.12	0	5	0.511
1368.8	59.86	0	5	0.46
1368.9	59.54	0	5	0
1369	59.25	0	5	0
1369.1	58.93	0	5	0
1369.2	58.75	0	5	0
1369.3	58.73	0	5	0
1369.4	58.5	0	5	0
1369.5	58.42	0	5	0
1369.6	58.37	0	5	0
1369.7	58.21	0	5	0
1369.8	58.18	0	5	0
1369.9	58.07	0	5	0
1370	57.97	0	5	0.974
1370.1	57.91	0	5	1.118
1370.2	57.81	0	5	1.117
1370.3	57.73	0	5	1.117
1370.4	57.66	0	5	1.117
1370.5	57.55	0	5	1.117
1370.6	57.48	0	5	1.408
1370.7	57.39	0	5	2.171
1370.8	57.37	0	5	2.44
1370.9	57.29	0	5	2.44
1371	57.23	0	5	2.439
1371.1	57.18	0	5	2.451
1371.2	57.09	0	5	2.732
1371.3	57.06	0	5	2.801
1371.4	57.02	0	5	2.961
1371.5	56.97	0	5	3.085
1371.6	56.93	0	5	3.453
1371.7	56.88	0	5	3.619
1371.8	56.85	0	5	3.681
1371.9	56.82	0	5	3.709
1372	56.78	0	5	3.856
1372.1	56.74	0	5	4.525
1372.2	56.74	0	5	4.856
1372.3	56.71	0	5	5.007
1372.4	56.68	0	5	5.039
1372.5	56.65	0	5	5.787
1372.6	56.66	0	5	7.911
1372.7	56.69	0	5	8.419
1372.8	56.68	0	5	8.542
1372.9	56.69	0	5	8.582
1373	56.71	0	5	8.499
1373.1	56.73	0	5	7.957
1373.2	56.7	0	5	7.548
1373.3	56.72	0	5	7.448
1373.4	56.72	0	5	7.387
1373.5	56.72	0	5	7.164
1373.6	56.72	0	5	6.748
1373.7	56.73	0	5	6.578
1373.8	56.71	0	5	6.488
1373.9	56.69	0	5	6.42
1374	56.67	0	5	5.731
1374.1	56.65	0	5	5.143
1374.2	56.64	0	5	4.823
1374.3	56.6	0	5	4.542
1374.4	56.57	0	5	3.6
1374.5	56.51	0	5	2.105
1374.6	56.45	0	5	1.492
1374.7	56.3	0	5	1.027
1374.8	56.27	0	5	1.23
1374.9	56.19	0	5	1.086
1375	56.1	0	5	1.058
1375.1	56.02	0	5	0.99
1375.2	55.92	0	5	0.907
1375.3	55.84	0	5	0.835
1375.4	55.69	0	5	0.823
1375.5	55.39	0	5	0.739
1375.6	55.16	0	5	0.679
1375.7	54.91	0	5	0.634
1375.8	54.56	0	5	0.594
1375.9	54.24	0	5	0.564
1376	53.89	0	5	0.536
1376.1	53.5	0	5	0.513
1376.2	53.15	0	5	0
1376.3	52.77	0	5	0
1376.4	52.41	0	5	0
1376.5	52.02	0	5	0
1376.6	51.67	0	5	0
1376.7	51.29	0	5	0.728
1376.8	50.92	0	5	0.916
1376.9	50.55	0	5	1.083
1377	50.16	0	5	1.599
1377.1	49.8	0	5	0.677
1377.2	49.36	0	5	0
1377.3	49.08	0	5	0
1377.4	48.65	0	5	3.323
1377.5	48.19	0	5	5.761
1377.6	47.82	0	5	6.535
1377.7	47.3	0	5	6.803
1377.8	46.84	0	5	6.757
1377.9	46.31	0	5	6.396
1378	45.8	0	5	6.096
1378.1	45.29	0	5	6.152
1378.2	44.89	0	5	6.013
1378.3	44.39	0	5	5.812
1378.4	43.86	0	5	5.778
1378.5	43.34	0	5	5.772
1378.6	42.88	0	5	5.7
1378.7	42.45	0	5	5.457
1378.8	42.05	0	5	5.3
1378.9	41.69	0	5	4.909
1379	41.3	0	5	4.241
1379.1	40.83	0	5	2.646
1379.2	40.38	0	5	1.546
1379.3	39.85	0	5	1.277
1379.4	39.25	0	5	0
1379.5	38.59	0	5	0
1379.6	37.87	0	5	0
1379.7	37.14	0	5	0
1379.8	36.85	0	5	0
1379.9	36	0	5	0
1380	35.35	0	5	0
1380.1	34.9	0	5	0
1380.2	34.13	0	5	0
1380.3	33.62	0	5	0
1380.4	33.33	0	5	0
1380.5	32.7	0	5	0
1380.6	32.26	0	5	0
1380.7	31.93	0	5	0
1380.8	31.39	0	5	0
1380.9	31	0	5	0
1381	30.57	0	5	0
1381.1	30.09	0	3	0
1381.2	29.7	0	3	0
1381.3	29.29	0	3	0
1381.4	28.88	0	3	0
1381.5	28.49	0	3	0
1381.6	28.06	0	3	0
1381.7	27.72	0	3	0
1381.8	27.78	0	3	1.024
1381.9	27.53	0	3	1.766
1382	27.38	0	3	2.34
1382.1	27.42	0	3	7.819
1382.2	27.09	0	3	6.658
1382.3	26.81	0	3	6.621
1382.4	26.42	0	3	4.931
1382.5	25.95	0	3	5.876
1382.6	26.24	0	3	8.569
1382.7	26.55	0	3	14.486
1382.8	26.32	0	3	22.199
1382.9	26.89	0	3	24.576
1383	27.57	0	3	26.013
1383.1	27.85	0	3	23.947
1383.2	28.45	0	3	20.1
1383.3	28.97	0	3	18.496
1383.4	29.4	0	3	17.982
1383.5	29.88	0	3	16.62
1383.6	30.32	0	3	16.363
1383.7	30.71	0	3	14.481
1383.8	31.04	0	3	11.473
1383.9	31.21	0	2	9.687
1384	31.47	0	2	11.932
1384.1	31.84	0	2	15.012
1384.2	32.23	0	2	18.842
1384.3	32.57	0	2	20.226
1384.4	33.03	0	2	18.078
1384.5	33.44	0	2	13.12
1384.6	33.63	0	2	7.22
1384.7	33.69	0	2	2.841
1384.8	33.74	0	2	0.951
1384.9	33.83	0	2	0.56
1385	33.68	0	2	2.258
1385.1	33.71	0	2	4.391
1385.2	34.04	0	2	8.821
1385.3	34.57	0	2	15.578
1385.4	34.35	0	2	22.623
1385.5	34.99	0	2	23.928
1385.6	35.44	0	2	23.741
1385.7	35.65	0	2	11.952
1385.8	35.72	0	2	8.464
1385.9	35.95	0	2	7.702
1386	36.13	0	2	7.632
1386.1	36.17	0	2	6.9
1386.2	36.22	0	2	5.843
1386.3	36.37	0	3	6.127
1386.4	36.37	0	3	6.34
1386.5	36.45	0	3	7.889
1386.6	36.62	0	3	9.134
1386.7	36.68	0	3	9.154
1386.8	36.8	0	3	9.454
1386.9	36.94	0	3	9.48
1387	37.02	0	3	9.5
1387.1	37.14	0	3	9.577
1387.2	37.29	0	3	9.575
1387.3	37.4	0	3	9.574
1387.4	37.51	0	3	9.502
1387.5	37.65	0	3	9.599
1387.6	37.76	0	3	9.818
1387.7	37.89	0	3	9.941
1387.8	38.02	0	3	9.916
1387.9	38.14	0	3	10.149
1388	38.23	0	3	11.415
1388.1	38.43	0	3	12.313
1388.2	38.59	0	3	13.235
1388.3	38.77	0	3	17.538
1388.4	39.06	0	3	20.253
1388.5	39.33	0	3	21.295
1388.6	39.58	0	3	22.483
1388.7	39.91	0	3	23.58
1388.8	40.28	0	3	25.154
1388.9	40.62	0	3	27.792
1389	41.04	0	3	31.125
1389.1	41.53	0	3	34.143
1389.2	42.01	0	3	37.43
1389.3	42.59	0	3	40.37
1389.4	43.25	0	3	44.861
1389.5	43.95	0	3	49.599
1389.6	44.75	0	3	52.953
1389.7	45.64	0	3	52.89
1389.8	46.47	0	3	0
1389.9	45.94	0	3	0
1390	46.18	0	3	0
1390.1	46.73	0	3	8.132
1390.2	46.49	0	3	23.515
1390.3	47.08	0	3	36.049
1390.4	47.32	0	3	33.081
1390.5	47.32	0	3	33.07
1390.6	47.99	0	3	31.537
1390.7	48.35	0	4	33.98
1390.8	48.48	0	4	36.062
1390.9	49.05	0	4	38.606
1391	49.44	0	4	38.743
1391.1	49.8	0	4	36.903
1391.2	50.31	0	4	36.217
1391.3	50.67	0	4	35.814
1391.4	51.09	0	4	35.186
1391.5	51.52	0	4	35.499
1391.6	51.9	0	4	30.139
1391.7	52.22	0	4	14.858
1391.8	52.27	0	4	9.394
1391.9	52.34	0	4	6.309
1392	52.48	0	4	8.862
1392.1	52.56	0	4	11.012
1392.2	52.68	0	4	12.019
1392.3	52.76	0	4	12.235
1392.4	52.91	0	4	10.636
1392.5	52.97	0	4	7.918
1392.6	52.98	0	4	6.908
1392.7	53.02	0	4	6.296
1392.8	53.04	0	4	6.086
1392.9	53.04	0	4	6.102
1393	53.05	0	4	5.92
1393.1	53.05	0	4	5.803
1393.2	53.06	0	4	5.782
1393.3	53.07	0	4	6.835
1393.4	53.12	0	4	14.006
1393.5	53.32	0	4	19.543
1393.6	53.43	0	4	21.361
1393.7	53.6	0	4	22.32
1393.8	53.84	0	4	23.146
1393.9	54.07	0	4	18.892
1394	54.2	0	4	13.951
1394.1	54.35	0	4	11.381
1394.2	54.41	0	4	9.576
1394.3	54.52	0	4	9.03
1394.4	54.57	0	4	8.797
1394.5	54.61	0	4	8.639
1394.6	54.67	0	4	6.65
1394.7	54.63	0	4	5.028
1394.8	54.62	0	4	4.584
1394.9	54.64	0	4	4.399
1395	54.6	0	4	4.341
1395.1	54.58	0	4	4.351
1395.2	54.57	0	4	4.384
1395.3	54.54	0	4	4.397
1395.4	54.54	0	4	4.401
1395.5	54.52	0	4	4.403
1395.6	54.48	0	4	4.403
1395.7	54.48	0	4	4.402
1395.8	54.46	0	4	4.404
1395.9	54.46	0	4	4.403
1396	54.45	0	4	4.362
1396.1	54.39	0	4	4.328
1396.2	54.4	0	4	4.314
1396.3	54.38	0	4	4.31
1396.4	54.36	0	4	4.308
1396.5	54.34	0	4	4.122
1396.6	54.31	0	4	3.239
1396.7	54.28	0	4	2.534
1396.8	54.23	0	4	2.25
1396.9	54.18	0	4	2.15
1397	54.11	0	4	2.127
1397.1	54.01	0	4	1.285
1397.2	53.97	0	4	1.504
1397.3	53.87	0	4	1.262
1397.4	53.81	0	4	1.199
1397.5	53.74	0	4	1.226
1397.6	53.62	0	4	0.874
1397.7	53.53	0	4	0.847
1397.8	53.45	0	4	0.897
1397.9	53.36	0	4	0.74
1398	53.26	0	4	0.506
1398.1	53.15	0	4	0.419
1398.2	53.05	0	4	0
1398.3	52.97	0	4	0
1398.4	52.86	0	4	0
1398.5	52.73	0	4	0
1398.6	52.62	0	4	0
1398.7	52.52	0	4	0
1398.8	52.39	0	4	0.679
1398.9	52.26	0	4	0.683
1399	52.13	0	4	0.73
1399.1	52.02	0	4	0
1399.2	51.87	0	4	0
1399.3	51.74	0	4	0
1399.4	51.6	0	4	0
1399.5	51.47	0	4	0
1399.6	51.36	0	4	0
1399.7	51.2	0	4	0
1399.8	51.07	0	4	0
1399.9	50.94	0	4	0
1400	50.76	0	4	0
1400.1	50.53	0	4	0
1400.2	50.39	0	4	0
1400.3	50.24	0	4	0
1400.4	50.1	0	4	0
1400.5	49.91	0	4	0
1400.6	49.78	0	4	0
1400.7	49.63	0	4	0
1400.8	49.47	0	4	0
1400.9	49.33	0	4	0
1401	49.16	0	4	0
1401.1	49	0	4	0
1401.2	48.83	0	4	0
1401.3	48.67	0	4	0
1401.4	48.51	0	4	0
1401.5	48.31	0	4	0
1401.6	48.17	0	4	0
1401.7	47.97	0	4	0
1401.8	47.72	0	4	0
1401.9	47.55	0	4	0
1402	47.33	0	4	0
1402.1	46.89	0	4	0
1402.2	46.63	0	4	0
1402.3	46.35	0	4	0
1402.4	46.07	0	4	0
1402.5	45.9	0	4	0
1402.6	45.66	0	4	0
1402.7	45.44	0	4	0
1402.8	45.27	0	4	0
1402.9	45.06	0	4	0
1403	44.77	0	4	0
1403.1	44.54	0	4	0
1403.2	44.29	0	4	0
1403.3	43.97	0	4	0
1403.4	43.73	0	4	0
1403.5	43.33	0	4	0
1403.6	42.93	0	4	0
1403.7	42.64	0	4	0
1403.8	42.22	0	4	0
1403.9	41.82	0	4	0
1404	41.46	0	4	0
1404.1	41.01	0	4	0
1404.2	40.67	0	4	0
1404.3	40.3	0	4	0
1404.4	39.98	0	4	0
1404.5	39.62	0	4	0
1404.6	39.27	0	4	0
1404.7	38.94	0	4	0
1404.8	38.51	0	4	0
1404.9	38.12	0	4	0.818
1405	37.72	0	4	0.852
1405.1	37.07	0	4	0
1405.2	36.51	0	4	0
1405.3	35.98	0	4	0
1405.4	35.3	0	4	0.219
1405.5	34.66	0	4	3.231
1405.6	34.03	0	4	5.132
1405.7	33.36	0	4	5.478
1405.8	32.77	0	4	5.585
1405.9	32.26	0	4	5.594
1406	31.73	0	4	5.251
1406.1	31.27	0	4	5.125
1406.2	30.9	0	4	5.033
1406.3	30.92	0	4	4.775
1406.4	30.69	0	4	4.629
1406.5	30.49	0	4	4.531
1406.6	30.58	0	4	4.485
1406.7	30.27	0	4	3.417
1406.8	29.62	0	4	1.028
1406.9	28.96	0	4	0
1407	28.39	0	4	0
1407.1	28.55	0	4	0
1407.2	28.42	0	4	0
1407.3	27.88	0	4	0
1407.4	27.4	0	4	0
1407.5	27.7	0	4	1.213
1407.6	27.63	0	4	3.305
1407.7	27.27	0	4	3.13
1407.8	27.44	0	4	2.378
1407.9	27.4	0	2	2.012
1408	27.23	0	2	1.927
1408.1	27.36	0	2	1.743
1408.2	27.12	0	2	0.634
1408.3	26.98	0	2	0.824
1408.4	26.98	0	2	0.898
1408.5	26.77	0	2	1.326
1408.6	26.65	0	2	1.204
1408.7	26.59	0	2	1.391
1408.8	26.49	0	2	1.678
1408.9	26.39	0	2	1.956
1409	26.36	0	2	2.461
1409.1	26.3	0	2	2.782
1409.2	26.23	0	2	2.924
1409.3	26.21	0	2	2.92
1409.4	26.18	0	2	3.294
1409.5	26.27	0	2	3.68
1409.6	26.21	0	2	3.883
1409.7	26.18	0	2	3.996
1409.8	26.32	0	2	3.957
1409.9	26.29	0	2	3.982
1410	26.29	0	2	4.635
1410.1	26.38	0	2	6.409
1410.2	26.48	0	2	7.576
1410.3	26.63	0	2	7.82
1410.4	26.72	0	2	7.403
1410.5	26.8	0	2	5.769
1410.6	26.92	0	2	5.164
1410.7	26.98	0	2	4.723
1410.8	26.99	0	2	4.467
1410.9	27.03	0	2	4.005
1411	27.06	0	2	3.779
1411.1	27.06	0	2	3.58
1411.2	27.07	0	2	3.554
1411.3	27.07	0	2	3.507
1411.4	27.08	0	2	3.455
1411.5	27.07	0	2	3.44
1411.6	27.08	0	2	3.42
1411.7	27.08	0	2	3.047
1411.8	27.06	0	2	2.576
1411.9	27.03	0	2	2.346
1412	27.01	0	2	2.225
1412.1	26.97	0	2	2.165
1412.2	26.91	0	2	2.219
1412.3	26.83	0	2	2.238
1412.4	26.85	0	2	2.238
1412.5	26.76	0	2	2.231
1412.6	26.7	0	2	2.231
1412.7	26.7	0	2	2.426
1412.8	26.64	0	2	2.422
1412.9	26.59	0	2	2.666
1413	26.58	0	2	3.05
1413.1	26.53	0	2	3.074
1413.2	26.52	0	2	3.105
1413.3	26.6	0	2	3.579
1413.4	26.5	0	2	3.169
1413.5	26.53	0	2	3.18
1413.6	26.56	0	2	3.283
1413.7	26.52	0	2	3.404
1413.8	26.54	0	2	3.325
1413.9	26.52	0	2	3.35
1414	26.53	0	2	3.519
1414.1	26.54	0	2	3.869
1414.2	26.58	0	2	4.518
1414.3	26.6	0	2	5.144
1414.4	26.64	0	2	5.919
1414.5	26.72	0	2	6.592
1414.6	26.84	0	2	6.918
1414.7	26.94	0	2	7.072
1414.8	27.05	0	2	7.15
1414.9	27.18	0	2	7.344
1415	27.33	0	2	8.752
1415.1	27.55	0	2	10.614
1415.2	27.76	0	2	11.931
1415.3	27.98	0	2	12.582
1415.4	28.25	0	2	12.827
1415.5	28.55	0	2	12.904
1415.6	28.81	0	2	12.886
1415.7	29.1	0	2	13.544
1415.8	29.42	0	2	16.014
1415.9	29.81	0	2	21.032
1416	30.31	0	2	23.448
1416.1	30.79	0	2	23.524
1416.2	31.25	0	2	20.489
1416.3	31.76	0	2	17.426
1416.4	32.2	0	2	16.34
1416.5	32.61	0	2	4.416
1416.6	32.73	0	2	0
1416.7	32.63	0	2	0
1416.8	32.85	0	2	0
1416.9	32.86	0	2	1.355
1417	32.69	0	2	7.594
1417.1	33.22	0	2	20.231
1417.2	33.85	0	2	30.911
1417.3	33.63	0	2	27.196
1417.4	34.29	0	2	26.539
1417.5	34.95	0	2	28.669
1417.6	34.97	0	2	29.766
1417.7	35.69	0	3	32.82
1417.8	36.24	0	3	35.249
1417.9	36.58	0	3	37.626
1418	37.31	0	3	39.289
1418.1	37.89	0	3	40.419
1418.2	38.45	0	3	33.988
1418.3	39.12	0	3	29.042
1418.4	39.58	0	3	26.933
1418.5	40.06	0	3	22.465
1418.6	40.49	0	3	15.196
1418.7	40.69	0	3	11.936
1418.8	40.93	0	3	8.817
1418.9	41.04	0	3	6.344
1419	41.09	0	3	5.642
1419.1	41.18	0	3	6.334
1419.2	41.25	0	3	7.103
1419.3	41.34	0	3	7.352
1419.4	41.41	0	3	6.915
1419.5	41.46	0	3	6.239
1419.6	41.51	0	3	5.075
1419.7	41.52	0	3	4.304
1419.8	41.53	0	3	3.845
1419.9	41.54	0	3	3.137
1420	41.51	0	3	2.126
1420.1	41.47	0	3	1.873
1420.2	41.42	0	3	1.642
1420.3	41.27	0	3	1.02
1420.4	41.23	0	3	1.336
1420.5	41.15	0	3	1.103
1420.6	41.04	0	3	1.058
1420.7	40.92	0	3	0.838
1420.8	40.82	0	3	0.803
1420.9	40.71	0	3	0.637
1421	40.62	0	3	0.528
1421.1	40.52	0	3	0
1421.2	40.32	0	3	0
1421.3	40.01	0	3	0
1421.4	39.7	0	3	0
1421.5	39.48	0	3	0
1421.6	39.12	0	3	0
1421.7	38.77	0	3	0
1421.8	38.43	0	3	0
1421.9	38.06	0	3	0
1422	37.73	0	3	0
1422.1	37.4	0	3	0
1422.2	37.18	0	3	0
1422.3	36.89	0	3	0
1422.4	36.63	0	3	0
1422.5	36.39	0	3	0
1422.6	36.15	0	3	0
1422.7	36.01	0	3	0
1422.8	35.84	0	3	0
1422.9	35.63	0	3	0
1423	35.51	0	3	0
1423.1	35.34	0	3	0
1423.2	35.18	0	3	0
1423.3	35.05	0	3	0
1423.4	34.86	0	3	0
1423.5	34.74	0	3	0
1423.6	34.58	0	3	0
1423.7	34.42	0	3	0
1423.8	34.29	0	3	0
1423.9	34.14	0	3	0
1424	33.98	0	3	0
1424.1	33.83	0	3	0.268
1424.2	33.7	0	3	3.868
1424.3	33.71	0	3	3.95
1424.4	33.64	0	3	4.281
1424.5	33.6	0	3	5.044
1424.6	33.61	0	3	5.083
1424.7	33.59	0	3	5.621
1424.8	33.59	0	3	6.918
1424.9	33.67	0	3	10.317
1425	33.82	0	3	15.364
1425.1	34.02	0	3	20.446
1425.2	34.32	0	3	23.629
1425.3	34.55	0	3	24.811
1425.4	34.91	0	3	25.918
1425.5	35.31	0	3	25.311
1425.6	35.7	0	3	23.553
1425.7	36.03	0	3	18.683
1425.8	36.32	0	3	13.567
1425.9	36.56	0	3	10.902
1426	36.73	0	3	10.642
1426.1	36.92	0	3	11.599
1426.2	37.1	0	3	11.997
1426.3	37.27	0	3	12.074
1426.4	37.4	0	3	12.133
1426.5	37.6	0	3	12.171
1426.6	37.77	0	3	12.176
1426.7	37.95	0	3	12.154
1426.8	38.11	0	3	12.125
1426.9	38.3	0	3	12.189
1427	38.45	0	3	12.511
1427.1	38.65	0	3	12.637
1427.2	38.81	0	3	12.676
1427.3	39	0	3	12.666
1427.4	39.17	0	3	12.633
1427.5	39.34	0	3	12.6
1427.6	39.52	0	3	12.495
1427.7	39.68	0	3	12.339
1427.8	39.88	0	3	12.256
1427.9	40.04	0	3	12.208
1428	40.22	0	3	12.239
1428.1	40.39	0	3	12.273
1428.2	40.57	0	3	12.262
1428.3	40.72	0	3	11.615
1428.4	40.85	0	3	9.547
1428.5	40.91	0	3	7.724
1428.6	40.98	0	3	6.997
1428.7	41.09	0	3	6.701
1428.8	41.12	0	3	7.507
1428.9	41.23	0	3	8.251
1429	41.34	0	3	8.863
1429.1	41.42	0	3	9.02
1429.2	41.53	0	3	8.131
1429.3	41.58	0	3	7.408
1429.4	41.66	0	3	5.586
1429.5	41.68	0	3	3.953
1429.6	41.63	0	3	2.484
1429.7	41.62	0	3	2.118
1429.8	41.6	0	3	1.874
1429.9	41.46	0	3	1.356
1430	41.41	0	3	1.536
1430.1	41.35	0	3	1.264
1430.2	41.21	0	3	1.145
1430.3	41.16	0	3	1.189
1430.4	41.01	0	3	0.711
1430.5	40.94	0	3	0.917
1430.6	40.73	0	3	0.637
1430.7	40.41	0	3	0.531
1430.8	40.24	0	3	0
1430.9	39.93	0	3	0
1431	39.45	0	3	0
1431.1	39.13	0	3	0
1431.2	38.79	0	3	0
1431.3	38.29	0	3	0
1431.4	37.93	0	3	0
1431.5	37.51	0	3	0
1431.6	37.05	0	3	0
1431.7	36.65	0	3	0
1431.8	36.3	0	3	0
1431.9	36.01	0	3	0
1432	35.59	0	3	0
1432.1	35.31	0	3	0
1432.2	35.12	0	3	0
1432.3	34.92	0	3	0
1432.4	34.61	0	3	0
1432.5	34.39	0	3	0
1432.6	34.05	0	3	0
1432.7	33.71	0	3	0
1432.8	33.35	0	3	0
1432.9	32.97	0	3	0
1433	32.53	0	3	0
1433.1	32.12	0	3	0
1433.2	31.69	0	3	0
1433.3	31.17	0	3	0
1433.4	30.66	0	3	0
1433.5	30.08	0	3	0
1433.6	29.37	0	3	0
1433.7	28.67	0	3	1.388
1433.8	28.02	0	3	1.49
1433.9	27.26	0	3	2.642
1434	26.79	0	3	3.153
1434.1	26.23	0	3	3.87
1434.2	25.62	0	3	4.138
1434.3	25.19	0	3	4.339
1434.4	24.67	0	3	4.512
1434.5	24.12	0	3	4.91
1434.6	23.71	0	3	4.864
1434.7	23.19	0	3	4.796
1434.8	22.72	0	3	4.753
1434.9	22.42	0	3	4.506
1435	21.99	0	3	4.201
1435.1	21.65	0	3	3.881
1435.2	21.57	0	3	3.261
1435.3	21.25	0	3	1.786
